File	Total Reads	Aligned Reads	Unaligned Reads	Ambiguously Aligned Reads	No Genomic Sequence	Duplicate Reads (removed)	Unique Reads (remaining)	Total Cs	Methylated CpGs	Unmethylated CpGs	Methylated chgs	Unmethylated chgs	Methylated CHHs	Unmethylated CHHs
SRR5417898_TE_embryo1_single_cell_2_1_trimmed_GRCm38_bismark_bt2.bam	16906704	4705602	11449802	751300	0	1283429	3422173	97278833	772326	4456020	626511	22540104	1815314	67068558
SRR5417898_TE_embryo1_single_cell_2_2_trimmed_GRCm38_bismark_bt2.bam	16767230	4437828	11570005	759397	0	1353931	3083897	87630377	694159	3982739	571804	20195709	1752044	60433922
SRR5417899_GSM2564225_TE_embryo1_single_cell_3_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	18771111	4735229	13301714	734168	0	1388063	3347166	95379224	933231	4242580	662988	22091436	1920664	65528325
SRR5417899_GSM2564225_TE_embryo1_single_cell_3_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	18604687	4468382	13381851	754453	1	1495102	2973280	84634539	819585	3740243	592887	19520002	1819161	58142661
SRR5417899_TE_embryo1_single_cell_3_1_trimmed_GRCm38_bismark_bt2.bam	18771111	4735514	13301862	733735	0	1388426	3347088	95373606	933394	4242840	663017	22091022	1921465	65521868
SRR5417899_TE_embryo1_single_cell_3_2_trimmed_GRCm38_bismark_bt2.bam	18604687	4468723	13381731	754232	1	1495246	2973477	84640628	819543	3740808	592829	19520212	1819289	58147947
SRR5417900_GSM2564226_TE_embryo1_single_cell_4_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	23987087	5578997	17538391	869699	0	2139999	3438998	98109170	1232224	3933386	1986476	21266393	5763882	63926809
SRR5417900_GSM2564226_TE_embryo1_single_cell_4_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	23860706	5174633	17853503	832565	5	2036764	3137869	89061394	1110249	3571451	1801410	19273617	5381917	57922750
SRR5417900_TE_embryo1_single_cell_4_1_trimmed_GRCm38_bismark_bt2.bam	23987087	5579216	17538348	869523	0	2140284	3438932	98106041	1232077	3933744	1986562	21266273	5760191	63927194
SRR5417900_TE_embryo1_single_cell_4_2_trimmed_GRCm38_bismark_bt2.bam	23860706	5174672	17853239	832790	5	2036751	3137921	89067476	1110098	3571199	1801290	19273864	5384690	57926335
SRR5417901_GSM2564227_TE_embryo2_single_cell_1_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	26792766	6807506	19077490	907766	4	2529560	4277946	122211526	1601729	5172992	1726304	27448469	4818401	81443631
SRR5417901_GSM2564227_TE_embryo2_single_cell_1_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	26502184	6151686	19483675	866823	0	2395678	3756008	106715950	1388605	4513570	1514311	23914529	4414481	70970454
SRR5417901_TE_embryo2_single_cell_1_1_trimmed_GRCm38_bismark_bt2.bam	26792766	6807382	19077736	907644	4	2529302	4278080	122216131	1601815	5173221	1726196	27448816	4820584	81445499
SRR5417901_TE_embryo2_single_cell_1_2_trimmed_GRCm38_bismark_bt2.bam	26502184	6151671	19483392	867121	0	2395596	3756075	106724740	1389044	4513516	1514384	23914873	4415777	70977146
SRR5417902_GSM2564228_TE_embryo3_single_cell_1_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	19508179	6699068	11751509	1057602	0	4208239	2490829	74322261	621787	2999120	538993	16254173	1636986	52271202
SRR5417902_GSM2564228_TE_embryo3_single_cell_1_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	19394281	5788202	12610399	995680	0	3802030	1986172	58174379	499194	2346190	447706	12747599	1459893	40673797
SRR5417902_TE_embryo3_single_cell_1_1_trimmed_GRCm38_bismark_bt2.bam	19508179	6698571	11751635	1057973	0	4207698	2490873	74323419	621846	2999375	538919	16254494	1639724	52269061
SRR5417902_TE_embryo3_single_cell_1_2_trimmed_GRCm38_bismark_bt2.bam	19394281	5787978	12610633	995670	0	3801792	1986186	58173941	499092	2346252	447667	12747330	1460979	40672621
SRR5417903_GSM2564229_TE_embryo3_single_cell_2_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	16737326	6043835	9850059	843432	0	1310908	4732927	134864062	1594765	5345624	989516	30952500	2832533	93149124
SRR5417903_GSM2564229_TE_embryo3_single_cell_2_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	16567693	5828624	9907541	831525	3	1427522	4401102	124999455	1459589	4925509	930797	28574619	2789306	86319635
SRR5417903_TE_embryo3_single_cell_2_1_trimmed_GRCm38_bismark_bt2.bam	16737326	6044574	9849610	843142	0	1311241	4733333	134879763	1594948	5345812	989505	30955172	2832292	93162034
SRR5417903_TE_embryo3_single_cell_2_2_trimmed_GRCm38_bismark_bt2.bam	16567693	5828551	9907940	831199	3	1427403	4401148	125006075	1460222	4925800	930768	28575019	2788190	86326076
SRR5417904_GSM2564230_TE_embryo3_single_cell_3_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	18927260	4568153	13737076	622031	0	1390255	3177898	91180262	1093313	3762047	845339	20872392	2466138	62141033
SRR5417904_GSM2564230_TE_embryo3_single_cell_3_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	18687817	4387838	13663736	636242	1	1526459	2861379	81875558	968949	3380672	774400	18704539	2364101	55682897
SRR5417904_TE_embryo3_single_cell_3_1_trimmed_GRCm38_bismark_bt2.bam	18927260	4568480	13736721	622059	0	1390528	3177952	91181983	1093283	3761951	845248	20871514	2465031	62144956
SRR5417904_TE_embryo3_single_cell_3_2_trimmed_GRCm38_bismark_bt2.bam	18687817	4387272	13664008	636536	1	1526136	2861136	81871989	968860	3380831	774011	18703617	2361859	55682811
SRR5417905_GSM2564231_TE_embryo3_single_cell_4_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	18818230	6955711	10956832	905687	0	1480665	5475046	157116964	1453856	6863244	1158714	36311315	3260139	108069696
SRR5417905_GSM2564231_TE_embryo3_single_cell_4_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	18641119	6753840	10986968	900311	0	1631792	5122048	146896870	1338120	6373055	1084627	33794676	3201398	101104994
SRR5417905_TE_embryo3_single_cell_4_1_trimmed_GRCm38_bismark_bt2.bam	18818230	6955237	10957311	905682	0	1480696	5474541	157097097	1453853	6863418	1158720	36309134	3257911	108054061
SRR5417905_TE_embryo3_single_cell_4_2_trimmed_GRCm38_bismark_bt2.bam	18641119	6753457	10987137	900525	0	1631569	5121888	146892939	1337713	6372875	1084567	33794156	3199907	101103721
SRR5417906_GSM2564232_TE_embryo3_single_cell_5_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	26322159	6725777	18575444	1020936	2	2511469	4214308	119546405	1760198	4707997	1689251	27009129	4899818	79480012
SRR5417906_GSM2564232_TE_embryo3_single_cell_5_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	26018590	6545836	18439008	1033745	1	2670883	3874953	109801065	1591284	4330577	1549283	24791996	4672376	72865549
SRR5417906_TE_embryo3_single_cell_5_1_trimmed_GRCm38_bismark_bt2.bam	26322159	6725804	18575602	1020751	2	2511569	4214235	119542940	1760215	4707706	1689178	27008443	4899534	79477864
SRR5417906_TE_embryo3_single_cell_5_2_trimmed_GRCm38_bismark_bt2.bam	26018590	6545961	18438803	1033825	1	2671075	3874886	109803967	1591070	4330291	1549407	24790950	4674715	72867534
SRR5417907_GSM2564233_ctES_single_cell_1_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	15469275	1578621	13383144	507510	0	592912	985709	26602550	646936	589599	1540577	4548817	4581222	14695399
SRR5417907_GSM2564233_ctES_single_cell_1_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	15128690	1553290	12989689	585711	0	635845	917445	24883964	597550	542031	1430669	4209348	4378756	13725610
SRR5417908_GSM2564234_ctES_single_cell_2_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	13909865	1099201	12352973	457691	0	435803	663398	17151223	557295	172543	964222	2872702	2895068	9689393
SRR5417908_GSM2564234_ctES_single_cell_2_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	13501771	1076016	11901151	524604	0	468800	607216	15679318	503335	156553	873281	2601763	2699088	8845298
SRR5417909_GSM2564235_ctES_single_cell_3_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	16965588	3368071	12894272	703245	0	1024862	2343209	62590852	2089498	561738	4024747	10164775	11931120	33818974
SRR5417909_GSM2564235_ctES_single_cell_3_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	16791408	3313095	12740336	737973	4	1100466	2212629	59589247	1952076	524515	3814862	9534530	11622814	32140450
SRR5417910_GSM2564236_ctES_single_cell_4_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	19513557	5965527	12450911	1097119	0	1693769	4271758	116468848	3374230	1770335	6820554	19853280	20250706	64399743
SRR5417910_GSM2564236_ctES_single_cell_4_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	19337904	5803754	12414268	1119882	0	1779683	4024071	110558777	3152494	1653522	6401126	18639276	19485365	61226994
SRR5417911_GSM2564237_ctES_single_cell_5_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	22234592	4153020	17202928	878641	3	1571185	2581835	68839044	1127245	1820998	4107380	11461085	11932499	38389837
SRR5417911_GSM2564237_ctES_single_cell_5_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	21962115	4062370	16951742	948003	0	1682584	2379786	63930161	1040485	1662376	3801238	10505575	11334892	35585595
SRR5417912_GSM2564238_ctES_single_cell_6_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	17258170	2454058	14224038	580073	1	876792	1577266	42328226	1428441	419510	2735603	6880759	7919265	22944648
SRR5417912_GSM2564238_ctES_single_cell_6_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	16962964	2415412	13900258	647294	0	957448	1457964	39414066	1309338	382771	2532995	6335202	7530196	21323564
SRR5417913_GSM2564239_ctES_single_cell_7_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	18650069	1829272	16182883	637914	0	755107	1074165	28012289	884223	308869	1534083	4747970	4722440	15814704
SRR5417913_GSM2564239_ctES_single_cell_7_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	18315113	1793204	15807351	714558	0	807362	985842	25825722	801013	281112	1394928	4332066	4434815	14581788
SRR5417914_GSM2564240_ctES_single_cell_8_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	16901863	2722944	13570943	607976	0	895376	1827568	48501151	1488704	569890	2985399	7979819	9226405	26250934
SRR5417914_GSM2564240_ctES_single_cell_8_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	16606192	2682374	13264397	659421	0	969517	1712857	45854843	1377820	528572	2782446	7461374	8857673	24846958
SRR5417915_GSM2564241_ctES_single_cell_9_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	19554495	1953437	16946998	654060	0	826262	1127175	29984641	1039759	313027	1638731	5199338	5068063	16725723
SRR5417915_GSM2564241_ctES_single_cell_9_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	19103244	1942570	16381652	779022	0	915894	1026676	27515511	935710	283618	1481695	4736884	4727203	15350401
SRR5417916_GSM2564242_ctES_single_cell_10_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	11666463	3327824	7654833	683806	0	2548945	778879	22073198	666343	285216	1290217	3509376	4183984	12138062
SRR5417916_GSM2564242_ctES_single_cell_10_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	11595784	2827479	8138510	629795	0	2192825	634654	18142153	540215	234285	1055151	2835755	3554858	9921889
SRR5417917_GSM2564243_F129sv_MB6_2-Cell_embryo1_single_cell_1_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	17177473	4303803	11377841	1495829	0	621229	3682574	109180120	1695730	4637613	1077487	24999185	3000575	73769530
SRR5417917_GSM2564243_F129sv_MB6_2-Cell_embryo1_single_cell_1_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	16800025	2631568	13069948	1098509	0	315529	2316039	66526709	1024153	2735199	699405	15002906	2083301	44981745
SRR5417918_GSM2564244_F129sv_MB6_2-Cell_embryo1_single_cell_2_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	23405816	5730661	15779903	1895252	0	1010692	4719969	141184797	2180935	6501656	1019348	32898276	2926827	95657755
SRR5417918_GSM2564244_F129sv_MB6_2-Cell_embryo1_single_cell_2_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	23026207	3731709	17842019	1452476	3	562934	3168775	90635602	1386683	3988596	715016	20859975	2282013	61403319
SRR5417919_GSM2564245_F129sv_MB6_2-Cell_embryo2_single_cell_1_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	18313922	4582821	12140691	1590410	0	677272	3905549	116889185	2060628	5173032	1012022	27071913	2848840	78722750
SRR5417919_GSM2564245_F129sv_MB6_2-Cell_embryo2_single_cell_1_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	17989498	3005221	13795243	1189033	1	372886	2632335	75481234	1311257	3188793	695331	17243041	2140188	50902624
SRR5417920_GSM2564246_F129sv_MB6_2-Cell_embryo2_single_cell_2_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	22411919	3442800	17662816	1306303	0	486493	2956307	87514325	1491857	3678595	731537	20197529	2123955	59290852
SRR5417920_GSM2564246_F129sv_MB6_2-Cell_embryo2_single_cell_2_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	22011553	2336277	18580093	1095182	1	281441	2054836	57900214	958578	2306949	507002	13096583	1675717	39355385
SRR5417921_GSM2564247_F129sv_MB6_2-Cell_embryo3_single_cell_1_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	21057707	5102760	13991528	1963419	0	813705	4289055	127990434	2045182	5887973	866865	29896341	2512985	86781088
SRR5417921_GSM2564247_F129sv_MB6_2-Cell_embryo3_single_cell_1_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	20677161	3400478	15744242	1532439	2	437827	2962651	82626029	1296164	3649477	605626	19045149	1959453	56070160
SRR5417922_GSM2564248_F129sv_MB6_2-Cell_embryo3_single_cell_2_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	22847938	5343782	15025741	2478414	1	1030051	4313731	128904408	2019037	5989795	776657	30083628	2768289	87267002
SRR5417922_GSM2564248_F129sv_MB6_2-Cell_embryo3_single_cell_2_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	22488071	3750623	16828614	1908833	1	609854	3140769	88626785	1374246	3970171	576276	20432537	2370778	59902777
SRR5417923_GSM2564249_F129sv_MB6_2-Cell_embryo4_single_cell_1_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	22744556	4882632	15990452	1871471	1	730937	4151695	123183442	1986272	5558578	862525	28680242	2489638	83606187
SRR5417923_GSM2564249_F129sv_MB6_2-Cell_embryo4_single_cell_1_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	22410664	3354222	17585814	1470628	0	416794	2937428	81897950	1302702	3543100	611523	18837983	1979118	55623524
SRR5417924_GSM2564250_F129sv_MB6_2-Cell_embryo4_single_cell_2_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	22102627	5529454	14463350	2109823	0	889337	4640117	137893448	2340936	6331555	948034	32205950	2723631	93343342
SRR5417924_GSM2564250_F129sv_MB6_2-Cell_embryo4_single_cell_2_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	21612409	3524121	16459730	1628556	2	447435	3076686	84631733	1410435	3701469	646866	19414660	2103581	57354722
SRR5417925_GSM2564251_F129sv_MB6_2-Cell_embryo5_single_cell_1_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	20125768	4592994	13652858	1879916	0	699013	3893981	116101876	1696823	5373188	736450	27110098	2131554	79053763
SRR5417925_GSM2564251_F129sv_MB6_2-Cell_embryo5_single_cell_1_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	19626590	2909947	15221617	1495026	0	348175	2561772	70468665	1006652	3145279	500356	16154775	1650089	48011514
SRR5417926_GSM2564252_F129sv_MB6_2-Cell_embryo5_single_cell_2_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	25049920	5287330	17866776	1895813	1	900046	4387284	130165982	1872244	6085808	856770	30239527	2487362	88624271
SRR5417926_GSM2564252_F129sv_MB6_2-Cell_embryo5_single_cell_2_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	24630241	3605411	19499388	1525440	2	522495	3082916	85673356	1213510	3887713	605670	19674770	2010672	58281021
SRR5417927_GSM2564253_F129sv_MB6_2-Cell_embryo6_single_cell_1_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	22105504	5402977	14787195	1915332	0	843809	4559168	135705929	2535273	6189060	924880	31844121	2664329	91548266
SRR5417927_GSM2564253_F129sv_MB6_2-Cell_embryo6_single_cell_1_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	21664556	3527931	16571776	1564848	1	449468	3078463	84756234	1558897	3731971	634586	19668481	2097746	57064553
SRR5417928_GSM2564254_F129sv_MB6_4-Cell_embryo1_single_cell_1_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	16603815	3856342	11565660	1181813	0	441078	3415264	102020102	1718936	4700895	1148373	23838849	3096982	67516067
SRR5417928_GSM2564254_F129sv_MB6_4-Cell_embryo1_single_cell_1_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	16302505	1737556	13740778	824171	0	135716	1601840	44419113	710828	1787606	562586	9854410	1815215	29688468
SRR5417929_GSM2564255_F129sv_MB6_4-Cell_embryo1_single_cell_2_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	15187335	3116050	11037499	1033786	0	378012	2738038	81650562	1356949	3844328	841885	19109533	2294240	54203627
SRR5417929_GSM2564255_F129sv_MB6_4-Cell_embryo1_single_cell_2_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	14961204	1428370	12803371	729461	2	121948	1306422	36387798	575744	1474610	433979	8050403	1428631	24424431
SRR5417930_GSM2564256_F129sv_MB6_4-Cell_embryo1_single_cell_3_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	15190215	3382616	10636817	1170782	0	406326	2976290	89425044	1494990	4374807	765537	21152471	2115817	59521422
SRR5417930_GSM2564256_F129sv_MB6_4-Cell_embryo1_single_cell_3_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	14758148	1365153	12620131	772864	0	104384	1260769	34561539	549982	1438333	370599	7640553	1265382	23296690
SRR5417931_GSM2564257_F129sv_MB6_4-Cell_embryo1_single_cell_4_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	11187199	2327307	8143558	716334	0	234067	2093240	61930673	1033393	3011246	582044	14590069	1596589	41117332
SRR5417931_GSM2564257_F129sv_MB6_4-Cell_embryo1_single_cell_4_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	10849853	741701	9682109	426043	0	45100	696601	19063863	305613	801685	215209	4180054	766516	12794786
SRR5417932_GSM2564258_F129sv_MB6_4-Cell_embryo2_single_cell_1_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	20974819	4941108	14536671	1497040	0	733349	4207759	126228981	2478663	5456541	1231768	29524708	3306212	84231089
SRR5417932_GSM2564258_F129sv_MB6_4-Cell_embryo2_single_cell_1_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	20601682	2884902	16546420	1170360	0	321804	2563098	71503559	1369282	2857441	767203	16295082	2307171	47907380
SRR5417933_GSM2564259_F129sv_MB6_4-Cell_embryo2_single_cell_2_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	22050602	5527999	14787364	1735239	0	809264	4718735	141231130	2669636	5932027	1195880	33131673	3280207	95021707
SRR5417933_GSM2564259_F129sv_MB6_4-Cell_embryo2_single_cell_2_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	21665417	3380295	16952951	1332171	0	390964	2989331	83465722	1547533	3294512	785159	19204145	2410371	56224002
SRR5417934_GSM2564260_F129sv_MB6_4-Cell_embryo2_single_cell_3_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	18775758	3845668	13589848	1340242	0	481719	3363949	100699382	2003626	4285069	1002556	23399415	2768687	67240029
SRR5417934_GSM2564260_F129sv_MB6_4-Cell_embryo2_single_cell_3_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	18340054	2207564	15078239	1054251	0	207024	2000540	54772187	1055671	2143682	602937	12325337	1911321	36733239
SRR5417935_GSM2564261_alpha-Amanitin_Zygote_single_cell_1_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	14047932	4184830	7853619	2009481	2	902184	3282646	97244307	2127033	2848712	2460148	19996721	7152680	62659013
SRR5417935_GSM2564261_alpha-Amanitin_Zygote_single_cell_1_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	13778372	3086753	9154757	1536858	4	537566	2549187	71061089	1550180	2079217	1851183	14587412	5451531	45541566
SRR5417936_GSM2564262_alpha-Amanitin_Zygote_single_cell_2_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	13176071	3978113	7352779	1845174	5	733780	3244333	96307655	2345156	2729258	2571952	19887547	7346274	61427468
SRR5417936_GSM2564262_alpha-Amanitin_Zygote_single_cell_2_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	12927027	3019711	8476152	1431162	2	454492	2565219	71929082	1739136	2023042	1960144	14801344	5710340	45695076
SRR5417937_GSM2564263_alpha-Amanitin_Zygote_single_cell_3_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	19295479	6302478	10340277	2652724	0	1408869	4893609	145169072	3499661	4237223	3809056	30003818	10893533	92725781
SRR5417937_GSM2564263_alpha-Amanitin_Zygote_single_cell_3_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	18988469	4892394	12042485	2053586	4	900634	3991760	112192846	2705238	3274944	3020670	23252634	8748861	71190499
SRR5417938_GSM2564264_alpha-Amanitin_Zygote_single_cell_4_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	13462398	4689575	6959495	1813325	3	1022005	3667570	108047019	2382140	2901009	2821233	22260940	8192978	69488719
SRR5417938_GSM2564264_alpha-Amanitin_Zygote_single_cell_4_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	13246143	3660726	8200029	1385386	2	666294	2994432	84307147	1857631	2264650	2269572	17390141	6646104	53879049
SRR5417939_GSM2564265_alpha-Amanitin_Zygote_single_cell_5_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	11760293	3862606	6246652	1651032	3	732396	3130210	93149656	2179791	2937960	2276028	19503444	6543585	59708848
SRR5417939_GSM2564265_alpha-Amanitin_Zygote_single_cell_5_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	11506313	2879881	7337033	1289397	2	450632	2429249	68044604	1578196	2130217	1715069	14166263	5021687	43433172
SRR5417940_GSM2564266_alpha-Amanitin_Zygote_single_cell_6_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	20669477	7092482	11528846	2048148	1	1712474	5380008	160736690	3554664	5169970	4240506	33365909	11977293	102428348
SRR5417940_GSM2564266_alpha-Amanitin_Zygote_single_cell_6_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	20423107	6160190	12495963	1766945	9	1331474	4828716	139468237	3071399	4490202	3736062	29088337	10706887	88375350
SRR5417941_GSM2564267_alpha-Amanitin_Zygote_single_cell_7_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	16794237	5299988	9602920	1891326	3	1420170	3879818	115962927	2707250	3167597	2850370	23697430	8296051	75244229
SRR5417941_GSM2564267_alpha-Amanitin_Zygote_single_cell_7_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	16580789	4594314	10376761	1609708	6	1100089	3494225	101084341	2348661	2770935	2520576	20785143	7411278	65247748
SRR5417942_GSM2564268_alpha-Amanitin_Zygote_single_cell_8_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	18731920	5829343	10925252	1977320	5	1510550	4318793	130061815	2942733	4390287	3179809	27373819	8971996	83203171
SRR5417942_GSM2564268_alpha-Amanitin_Zygote_single_cell_8_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	18508251	5088845	11741481	1677918	7	1175880	3912965	113822167	2561207	3848148	2819615	24064456	8084092	72444649
SRR5442593_GSM2573069_ES_10cells_1_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	36252550	7901587	26832298	1518665	0	1014316	6887271	196280683	6898422	3349891	3038739	44249701	8706581	130037349
SRR5442593_GSM2573069_ES_10cells_1_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	35882371	6893307	27418477	1570587	0	885554	6007753	164756129	5649267	2879359	2511501	37591052	7685320	108439630
SRR5442594_GSM2573070_ES_10cells_2_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	37316272	6207063	29977727	1131482	0	695271	5511792	158324579	5567780	2653597	2450124	35769697	7010357	104873024
SRR5442594_GSM2573070_ES_10cells_2_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	36932500	5276944	30492335	1163220	1	582426	4694518	129550981	4455032	2222540	1975320	29570157	5988009	85339923
SRR5442595_GSM2573071_ES_10cells_3_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	27034394	8385940	17199882	1448572	0	988518	7397422	213800229	7252966	4544740	3331386	48984215	9328436	140358486
SRR5442595_GSM2573071_ES_10cells_3_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	26689991	7099702	18122007	1468282	0	831715	6267987	173736197	5762379	3762911	2675565	40165794	8024604	113344944
